episode,step,reward,score,length,epsilon,loss
216,6697,1.6061523437500003,0,30,0.9363785,0.004882485140115023
217,6727,1.7041015625,0,30,0.9360935,0.0037342384457588196
218,6757,1.6556640625,0,30,0.9358085,0.006938525475561619
219,6787,1.60556640625,0,30,0.9355235,0.005911842919886112
220,6817,1.58681640625,0,30,0.9352385,0.006103541702032089
221,6849,1.7555664062500003,0,32,0.9349345,0.005199950188398361
222,6879,1.6628906250000002,0,30,0.9346495,0.00035535608185455203
223,6909,1.72744140625,0,30,0.9343645,0.004382778890430927
224,6938,1.56796875,0,29,0.934089,0.009116975590586662
225,6967,1.4416015624999998,0,29,0.9338135,0.00897903647273779
226,6997,1.6624023437500002,0,30,0.9335285,0.0031931637786328793
227,7028,1.8259765624999993,0,31,0.933234,0.0023110192269086838
228,7057,1.617578125,0,29,0.9329585,0.00020758873142767698
229,7087,1.7239257812500006,0,30,0.9326735,0.0007983731338754296
230,7117,1.6774414062500003,0,30,0.9323885000000001,0.00015865889145061374
231,7150,1.9386718749999998,0,33,0.932075,0.0002520039852242917
232,7181,1.76015625,0,31,0.9317805,0.00018947728676721454
233,7212,1.7671875,0,31,0.931486,0.0009337309747934341
234,7248,2.0914062500000004,0,36,0.931144,0.00011788536357926205
235,7279,1.79208984375,0,31,0.9308495,0.0006769511383026838
236,7309,1.6750976562499997,0,30,0.9305645,0.0007940750219859183
237,7339,1.6681640625000003,0,30,0.9302795,0.00019885777146555483
238,7370,1.7338867187499996,0,31,0.9299850000000001,0.0014242010656744242
239,7400,1.7209960937499997,0,30,0.9297,0.00044521866948343813
240,7435,2.097753906250001,0,35,0.9293675,0.0003482538741081953
241,7465,1.6771484375000005,0,30,0.9290825,0.00028338812990114093
242,7495,1.6688476562500005,0,30,0.9287974999999999,0.0003205462417099625
243,7526,1.8202148437499996,0,31,0.928503,0.0003293463378213346
244,7558,1.8929687500000005,0,32,0.928199,0.0008147573098540306
245,7588,1.7243164062500007,0,30,0.927914,0.00019706253078766167
246,7620,1.8711914062499995,0,32,0.92761,0.002626328030601144
247,7650,1.7152343750000005,0,30,0.927325,8.571009675506502e-05
248,7682,1.9207031249999997,0,32,0.927021,0.0009120245231315494
249,7712,1.6808593750000003,0,30,0.926736,0.0007642310229130089
250,7743,1.8140624999999995,0,31,0.9264415,0.00046582805225625634
251,7772,1.5992187500000004,0,29,0.926166,0.0005919830873608589
252,7802,1.6748046875,0,30,0.925881,0.0008830809965729713
253,7833,1.8141601562499998,0,31,0.9255865,0.0006936599966138601
254,7865,1.8939453124999996,0,32,0.9252825,0.00015066475316416472
255,7899,2.0754882812500006,0,34,0.9249595,0.00034578502527438104
256,7931,1.8805664062499998,0,32,0.9246555,0.0007654672954231501
257,7961,1.6867187499999998,0,30,0.9243705,0.0006060466403141618
258,7993,1.9264648437500003,0,32,0.9240665,0.000670670298859477
259,8022,1.4657226562500005,0,29,0.923791,0.0017648445209488273
260,8058,2.2904296875,0,36,0.923449,0.0013428668025881052
261,8091,1.9150390625,0,33,0.9231355,0.0009928923100233078
262,8121,1.7037109375,0,30,0.9228505,0.0003105402283836156
263,8151,1.724609375,0,30,0.9225655,0.0004615458892658353
264,8180,1.6022460937499998,0,29,0.92229,0.00029628147603943944
265,8210,1.7247070312500004,0,30,0.922005,0.0004848922253586352
266,8245,2.0703125,0,35,0.9216725,0.0001266196632059291
267,8275,1.68857421875,0,30,0.9213875,0.001204834203235805
268,8308,1.8714843749999996,0,33,0.921074,0.00014813384041190147
269,8339,1.6386718749999991,0,31,0.9207795,0.0003243599785491824
270,8370,1.6969726562500003,0,31,0.920485,0.00030302166123874485
271,8400,1.64833984375,0,30,0.9202,0.0003460107836872339
272,8429,1.51953125,0,29,0.9199245,0.0005374011816456914
273,8473,2.9739257812500006,0,44,0.9195065,0.00018793328490573913
274,8506,1.7790039062499998,0,33,0.919193,0.0008457318181172013
275,8539,1.762597656250001,0,33,0.9188795000000001,0.0005768778501078486
276,8571,1.9124023437500006,0,32,0.9185755,0.0009491253294982016
277,8603,1.67529296875,0,32,0.9182715,0.0004171112668700516
278,8632,1.43369140625,0,29,0.917996,0.0002773278101813048
279,8662,1.6890625000000004,0,30,0.9177109999999999,0.0021559372544288635
280,8693,1.6360351562500006,0,31,0.9174165,0.00043717221706174314
281,8723,1.6807617187500004,0,30,0.9171315,0.0003545867803040892
282,8753,1.59130859375,0,30,0.9168465,0.0007680841372348368
283,8784,1.66220703125,0,31,0.916552,0.00011938654643017799
284,8818,2.0090820312499997,0,34,0.916229,0.00033694502781145275
285,8848,1.7111328124999998,0,30,0.915944,0.0002539193956181407
286,8878,1.56396484375,0,30,0.915659,0.0009205678361468017
287,8912,2.11279296875,0,34,0.915336,0.0002976807008963078
288,8942,1.71728515625,0,30,0.9150510000000001,0.0005016784416511655
289,8976,2.0225585937499995,0,34,0.914728,0.000261547917034477
290,9006,1.5329101562500003,0,30,0.914443,0.002667415887117386
291,9038,1.8152343750000006,0,32,0.914139,0.0007790052331984043
292,9069,1.6973632812499995,0,31,0.9138445,0.0010336993727833033
293,9100,1.8272460937500004,0,31,0.91355,0.00045711389975622296
294,9130,1.6298828125000004,0,30,0.913265,0.00041692322702147067
295,9160,1.7181640625,0,30,0.91298,0.0008183438912965357
296,9191,1.8209960937500003,0,31,0.9126855,0.0004809686215594411
297,9223,1.74404296875,0,32,0.9123815,0.0004424282815307379
298,9253,1.6430664062499996,0,30,0.9120965,0.0011214080732315779
299,9286,1.8821289062499997,0,33,0.911783,0.000328377092955634
300,9319,1.8190429687500007,0,33,0.9114695,0.00044161942787468433
301,9349,1.73134765625,0,30,0.9111845,0.00019928855181206018
302,9379,1.7179687500000003,0,30,0.9108995,0.0005586204351857305
303,9409,1.5015625000000004,0,30,0.9106145,0.000600723666138947
304,9442,1.956445312500001,0,33,0.910301,0.0007614224450662732
305,9475,2.01796875,0,33,0.9099875,0.0006985607906244695
306,9508,1.978906250000001,0,33,0.909674,0.0008288311655633152
307,9540,1.8781250000000003,0,32,0.90937,0.00017192904488183558
308,9570,1.7366210937499997,0,30,0.909085,0.0010802596807479858
309,9600,1.7261718750000004,0,30,0.9088,0.00019247854652348906
310,9629,1.6391601562500004,0,29,0.9085245,0.0002751106512732804
311,9658,1.6120117187500003,0,29,0.908249,0.00046721845865249634
312,9688,1.7244140624999997,0,30,0.907964,0.0005390871083363891
313,9720,1.91123046875,0,32,0.90766,8.048357994994149e-05
314,9752,1.6822265625000004,0,32,0.907356,0.000854967744089663
315,9782,1.7097656250000002,0,30,0.907071,0.0012122893240302801
316,9813,1.7758789062500004,0,31,0.9067765,0.00036802724935114384
317,9844,1.7732421875000006,0,31,0.906482,0.0004409306566230953
318,9874,1.7277343749999998,0,30,0.906197,0.0006539479363709688
319,9906,1.8998046875,0,32,0.9058930000000001,0.0002988061751239002
320,9940,2.0992187500000004,0,34,0.90557,0.0004688129702117294
321,9970,1.7238281249999998,0,30,0.905285,0.0001700714201433584
322,10001,1.7534179687499996,0,31,0.9049905,0.0036597284488379955
323,10030,1.5299804687499998,0,29,0.904715,0.000416387221775949
324,10062,1.8777343750000006,0,32,0.904411,0.0006146262749098241
325,10096,1.8951171875,0,34,0.904088,0.0010892970021814108
326,10127,1.7351562500000002,0,31,0.9037935,0.00016861145559232682
327,10162,2.1841796875000004,0,35,0.903461,6.089411908760667e-05
328,10193,1.8212890625,0,31,0.9031665,0.00010239035327685997
329,10223,1.7316406249999998,0,30,0.9028815,0.0003310281317681074
330,10253,1.609375,0,30,0.9025965,0.0001870984851848334
331,10284,1.65322265625,0,31,0.902302,0.0001710683573037386
332,10316,1.8573242187499996,0,32,0.901998,0.00031383230816572905
333,10348,1.9152343749999994,0,32,0.901694,0.00022717709362041205
334,10378,1.6660156249999996,0,30,0.901409,0.0002119446435244754
335,10412,2.0138671875,0,34,0.901086,0.00022492680000141263
336,10443,1.7316406250000003,0,31,0.9007915,0.0001304285106016323
337,10473,1.7252929687500003,0,30,0.9005065,0.0003158736799377948
338,10503,1.5520507812499997,0,30,0.9002215,0.0003510288952384144
339,10534,1.80126953125,0,31,0.899927,0.00020937237422913313
340,10566,1.8858398437499995,0,32,0.8996230000000001,0.00041049494757317007
341,10597,1.812109375,0,31,0.8993285,4.20224605477415e-05
342,10629,1.9119140625000002,0,32,0.8990245,0.0004023028304800391
343,10661,1.7293945312499996,0,32,0.8987205,0.0003094080020673573
344,10690,1.5167968750000003,0,29,0.898445,0.00026027049170807004
345,10720,1.7249999999999996,0,30,0.89816,0.0002454299828968942
346,10750,1.5330078125000002,0,30,0.897875,0.0003220346989110112
347,10782,1.8294921875,0,32,0.897571,6.936706631677225e-05
348,10819,2.3744140624999996,0,37,0.8972195000000001,0.00021451039356179535
349,10849,1.6977539062499996,0,30,0.8969345,0.0003767172456718981
350,10880,1.8130859375,0,31,0.89664,3.664723044494167e-05
351,10909,1.55869140625,0,29,0.8963645,0.0017965013394132257
352,10942,2.01376953125,0,33,0.896051,0.00019757484551519156
353,10980,2.46162109375,0,38,0.89569,0.00025243358686566353
354,11011,1.65517578125,0,31,0.8953955,0.0007692698854953051
355,11044,1.8990234375,0,33,0.895082,0.00037471757968887687
356,11078,1.8800781250000003,0,34,0.894759,0.0002005665737669915
357,11112,2.09873046875,0,34,0.894436,0.00020157586550340056
358,11141,1.4677734375,0,29,0.8941605,0.0009375012596137822
359,11171,1.7277343749999994,0,30,0.8938755,0.00022003496997058392
360,11204,1.9657226562499996,0,33,0.893562,4.705558967543766e-05
361,11236,1.8342773437499993,0,32,0.893258,0.00019458853057585657
362,11269,1.9884765625000003,0,33,0.8929445,0.00017223265604116023
363,11309,2.69912109375,0,40,0.8925645,0.00010318543354514986
364,11339,1.59951171875,0,30,0.8922795,0.0006579203763976693
365,11370,1.72509765625,0,31,0.891985,0.00025291243218816817
366,11404,1.9758789062500002,0,34,0.891662,0.00012389975017867982
367,11435,1.8193359375,0,31,0.8913675,0.0005393984029069543
368,11467,1.8063476562500003,0,32,0.8910635,6.668426067335531e-05
369,11501,1.9462890625000004,0,34,0.8907405,0.00022468548559118062
370,11535,2.1013671874999993,0,34,0.8904175,0.0005701227346435189
371,11566,1.6070312500000004,0,31,0.890123,0.00018417237151879817
372,11600,2.05244140625,0,34,0.8898,0.00010534636385273188
373,11633,1.8683593750000003,0,33,0.8894865,0.00015249737771227956
374,11667,1.9165039062500004,0,34,0.8891635,7.539014768553898e-05
375,11697,1.70009765625,0,30,0.8888785,0.00010958596976706758
376,11727,1.7216796875000004,0,30,0.8885935,0.00035036110784858465
377,11757,1.7259765625,0,30,0.8883085000000001,7.315004768315703e-05
378,11788,1.8011718749999996,0,31,0.888014,0.00018135830760002136
379,11822,2.10439453125,0,34,0.887691,4.8329937271773815e-05
380,11854,1.7928710937500005,0,32,0.887387,0.0002785333781503141
381,11885,1.7098632812500005,0,31,0.8870925000000001,8.332665311172605e-05
382,11916,1.6583984374999998,0,31,0.886798,0.00011307905515423045
383,11947,1.6818359375000007,0,31,0.8865035,0.0002325172972632572
384,11979,1.9169921874999996,0,32,0.8861995,0.00010523049422772601
385,12009,1.6635742187500004,0,30,0.8859145,0.0012229480780661106
386,12039,1.5493164062500004,0,30,0.8856295000000001,0.00013737163681071252
387,12071,1.6944335937499995,0,32,0.8853255,8.867340511642396e-05
388,12102,1.8288085937499998,0,31,0.885031,0.00029989000177010894
389,12133,1.8040039062499997,0,31,0.8847365,0.00010328581265639514
390,12164,1.8007812499999991,0,31,0.884442,7.26354555808939e-05
391,12194,1.64111328125,0,30,0.884157,0.0008070143521763384
392,12229,1.9608398437500005,0,35,0.8838245,0.00013474725710693747
393,12258,1.5994140625000006,0,29,0.883549,0.00015375218936242163
394,12291,1.954394531250001,0,33,0.8832355000000001,0.00010348778596380726
395,12325,1.9550781249999996,0,34,0.8829125,0.00020054655033163726
396,12358,1.9255859375000006,0,33,0.882599,6.586748349945992e-05
397,12390,1.876953125,0,32,0.882295,0.0001289524807361886
398,12421,1.78701171875,0,31,0.8820005,5.2997009333921596e-05
399,12451,1.5758789062500003,0,30,0.8817155,8.592447557020932e-05
400,12485,1.9489257812500003,0,34,0.8813925,4.164805795880966e-05
401,12514,1.4701171875,0,29,0.881117,0.0002229720412287861
402,12549,1.9490234374999997,0,35,0.8807845,0.00011554705997696146
403,12582,1.9544921875,0,33,0.880471,0.00010561865201452747
404,12614,1.8706054687499996,0,32,0.880167,4.274991079000756e-05
405,12648,1.8923828124999997,0,34,0.879844,6.20810387772508e-05
406,12678,1.6110351562500003,0,30,0.879559,0.00018718144565355033
407,12707,1.63046875,0,29,0.8792835,5.39530701644253e-05
408,12739,1.8192382812500005,0,32,0.8789795,0.00022059527691453695
409,12771,1.8587890624999996,0,32,0.8786755,0.00011609261855483055
410,12803,1.7937500000000002,0,32,0.8783715,3.6883917346131057e-05
411,12836,1.9703125,0,33,0.878058,4.6307766751851887e-05
412,12871,2.15263671875,0,35,0.8777255,7.701010326854885e-05
413,12901,1.7272460937500003,0,30,0.8774405,0.00011297500168439001
414,12937,2.119140625,0,36,0.8770985,0.00010069608106277883
415,12970,2.0046874999999993,0,33,0.876785,6.731437315465882e-05
416,13001,1.8277343750000004,0,31,0.8764905000000001,0.003329605795443058
417,13034,2.00927734375,0,33,0.876177,0.00015600386541336775
418,13067,1.7732421874999997,0,33,0.8758635,8.870536112226546e-05
419,13097,1.507421875,0,30,0.8755785,0.00019045788212679327
420,13128,1.616796875,0,31,0.875284,5.4728181567043066e-05
421,13158,1.7210937499999996,0,30,0.874999,9.146623051492497e-05
422,13193,2.02275390625,0,35,0.8746665,4.126774365431629e-05
423,13224,1.7285156250000004,0,31,0.874372,6.982839113334194e-05
424,13256,1.7593750000000004,0,32,0.874068,9.577775199431926e-05
425,13287,1.68662109375,0,31,0.8737735,8.126311877276748e-05
426,13318,1.8212890625,0,31,0.873479,6.989315443206578e-05
427,13350,1.9246093750000002,0,32,0.873175,6.949804810574278e-05
428,13380,1.6115234375000003,0,30,0.8728899999999999,0.0001210602349601686
429,13411,1.58486328125,0,31,0.8725955,0.00012726116983685642
430,13442,1.7072265625000003,0,31,0.872301,0.00011291833652649075
431,13477,2.1863281249999993,0,35,0.8719685,0.00015157528105191886
432,13512,2.0361328125,0,35,0.8716360000000001,6.831949576735497e-05
433,13542,1.6167968749999995,0,30,0.871351,8.040847023949027e-05
434,13574,1.75966796875,0,32,0.871047,5.9008089010603726e-05
435,13605,1.706640625,0,31,0.8707525,7.036332681309432e-05
436,13638,1.9401367187500003,0,33,0.870439,7.527574052801356e-05
437,13669,1.7394531250000003,0,31,0.8701445,0.0001958427019417286
438,13704,1.9982421874999998,0,35,0.869812,6.064861372578889e-05
439,13738,2.0929687500000003,0,34,0.869489,0.00012448168126866221
440,13768,1.6216796875,0,30,0.869204,3.602071956265718e-05
441,13800,1.9217773437499996,0,32,0.8689,4.170792817603797e-05
442,13830,1.7321289062499998,0,30,0.868615,7.314822869375348e-05
443,13861,1.8236328125000005,0,31,0.8683205,7.508680573664606e-05
444,13893,1.8912109375,0,32,0.8680165,7.424561772495508e-05
445,13927,2.0479492187500004,0,34,0.8676935,5.859115481143817e-05
446,13965,2.2591796875000005,0,38,0.8673325000000001,6.60966252326034e-05
447,13998,2.0075195312500003,0,33,0.867019,5.901150871068239e-05
448,14028,1.6705078125000008,0,30,0.866734,0.00026240432634949684
449,14062,2.10703125,0,34,0.866411,9.160430636256933e-05
450,14092,1.5688476562500004,0,30,0.866126,4.8139710997929797e-05
451,14124,1.9279296875000003,0,32,0.865822,3.0126060664770193e-05
452,14156,1.7087890625000006,0,32,0.865518,3.934020787710324e-05
453,14188,1.9083007812500004,0,32,0.865214,7.449010445270687e-05
454,14218,1.5472656249999996,0,30,0.8649290000000001,0.00016267664614133537
455,14249,1.81396484375,0,31,0.8646345,8.202739263651893e-05
456,14282,1.8702148437500004,0,33,0.864321,0.0005221465835347772
457,14313,1.64248046875,0,31,0.8640265,0.00011583735613385215
458,14348,1.9966796875000004,0,35,0.863694,5.529129703063518e-05
459,14381,1.7933593749999996,0,33,0.8633805,6.131674308562651e-05
