episode,step,reward,score,length,epsilon,loss
267,34388,15.418688161132817,2,150,0.04082986666666667,0.004764708690345287
268,34495,9.112580972656248,0,107,0.040801333333333335,0.023234928026795387
269,34632,13.139131335937503,1,137,0.040764800000000004,0.16564449667930603
270,34842,22.027159328125,3,210,0.0407088,0.006031283643096685
271,34990,15.182736410156249,2,148,0.040669333333333335,0.010370155796408653
272,35127,13.04653502050781,1,137,0.040632800000000004,0.004872865974903107
273,35309,18.519571741210935,2,182,0.04058426666666667,0.20641431212425232
274,35417,9.34397878613281,0,108,0.040555466666666665,0.004359357990324497
275,35665,27.015144861328114,4,248,0.040489333333333336,0.0020250165835022926
276,35706,2.77956478515625,0,41,0.040478400000000005,0.0020623444579541683
277,35741,2.26642895703125,0,35,0.04046906666666667,0.004631837364286184
278,35776,2.2317548466796864,0,35,0.04045973333333334,0.0031043768394738436
279,35814,2.324768082031251,0,38,0.0404496,0.005352795124053955
280,35931,11.137636541992185,1,117,0.0404184,0.009006894193589687
281,35973,2.6578903896484367,0,42,0.040407200000000004,0.03926161676645279
282,36110,13.16784699023437,1,137,0.040370666666666666,0.003205335233360529
283,36211,8.353156012695317,0,101,0.04034373333333334,0.004922587424516678
284,36352,13.550390137695318,1,141,0.040306133333333334,0.00386331370100379
285,36489,13.065150089843748,1,137,0.0402696,0.018388137221336365
286,36672,18.56515579199219,2,183,0.0402208,0.020108327269554138
287,36809,13.051167212890629,1,137,0.04018426666666667,0.019659828394651413
288,36843,2.100070495117188,0,34,0.0401752,0.004452617838978767
289,37065,24.43209040820314,4,222,0.040116,0.19238567352294922
290,37275,22.350208154296883,3,210,0.04006,0.0017353097209706903
291,37376,8.402148710937498,0,101,0.04003306666666667,0.005210652947425842
292,37491,10.963726501953124,1,115,0.0400024,0.0639568641781807
293,37628,13.113823244140633,1,137,0.03996586666666667,0.0036261496134102345
294,37785,15.685079727539062,2,157,0.039924,0.0412437878549099
295,37818,1.9363435468749999,0,33,0.0399152,0.00580328144133091
296,37936,11.165939982421877,1,118,0.03988373333333334,0.19465364515781403
297,37970,2.1181779453125,0,34,0.03987466666666667,0.019671771675348282
298,38144,17.54955646191407,2,174,0.03982826666666667,0.0023593215737491846
299,38178,2.1500047783203122,0,34,0.0398192,0.2785763144493103
300,38210,1.9565433710937503,0,32,0.03981066666666667,0.0019352200906723738
301,38240,1.733693214843751,0,30,0.03980266666666667,0.07423979789018631
302,38424,18.79057812695313,2,184,0.0397536,0.016712814569473267
303,38453,1.6386555566406256,0,29,0.03974586666666667,0.002715209499001503
304,38627,17.12682058886719,2,174,0.03969946666666667,0.1730085164308548
305,38748,11.658251197265626,1,121,0.0396672,0.1674480438232422
306,38809,4.6504021777343745,0,61,0.03965093333333333,0.00303821312263608
307,38917,9.395855702148436,0,108,0.03962213333333334,0.0022678780369460583
308,39025,9.379965729492188,0,108,0.039593333333333335,0.004080596379935741
309,39347,36.30303915820317,6,322,0.03950746666666667,0.007724497467279434
310,39376,1.6153757343750006,0,29,0.039499733333333335,0.023019425570964813
311,39484,9.339426003906247,0,108,0.03947093333333333,0.02304293029010296
312,39628,13.723761277343748,1,144,0.03943253333333334,0.001744949957355857
313,39853,24.85645504101562,4,225,0.039372533333333334,0.001713812118396163
314,39961,9.215421987304687,0,108,0.03934373333333334,0.02753235399723053
315,40062,8.69564979882812,0,101,0.0393168,0.0057757277972996235
316,40272,22.385511464843752,3,210,0.0392608,0.0011025379644706845
317,40388,11.235708157226567,1,116,0.03922986666666667,0.002315706107765436
318,40568,18.439311164062495,2,180,0.03918186666666667,0.001769784139469266
319,40681,10.761418270507809,1,113,0.039151733333333334,0.02031209133565426
320,40798,11.330656687500003,1,117,0.03912053333333333,0.0025866241194307804
321,40916,11.442709780273434,1,118,0.03908906666666667,0.0020048406440764666
322,41216,33.85361401855472,6,300,0.03900906666666667,0.0032093049958348274
323,41361,14.069308528320315,1,145,0.0389704,0.015176540240645409
324,41535,17.854779624023436,2,174,0.038924,0.003928343765437603
325,41682,14.090440791992194,1,147,0.038884800000000004,0.003459970001131296
326,41834,15.79488233886719,2,152,0.03884426666666667,0.007942411117255688
327,41951,11.302615742187497,1,117,0.038813066666666673,0.1954917162656784
328,42093,13.642025893554688,1,142,0.0387752,0.0035525779239833355
329,42199,8.95422470507813,0,106,0.03874693333333334,0.003538556396961212
330,42348,15.281026267578124,2,149,0.038707200000000004,0.003579552285373211
331,42491,13.848107368164063,1,143,0.03866906666666667,0.006251526065170765
332,42593,8.775819232421876,0,102,0.03864186666666667,0.07942206412553787
333,42698,9.010152783203127,0,105,0.03861386666666667,0.0015629776753485203
334,42908,22.373694023437498,3,210,0.03855786666666667,0.005371204577386379
335,43028,11.595754333984377,1,120,0.03852586666666667,0.02252468466758728
336,43057,1.6279191289062505,0,29,0.038518133333333336,0.006365092005580664
337,43194,13.30027392089844,1,137,0.038481600000000005,0.0020102227572351694
338,43442,27.14403430761719,4,248,0.03841546666666667,0.007078863680362701
339,43547,9.02707296777343,0,105,0.03838746666666667,0.0035560219548642635
340,43649,8.88425860546875,0,102,0.03836026666666667,0.008910462260246277
341,43787,13.381112061523437,1,138,0.03832346666666667,0.002034065779298544
342,43888,8.102676168945312,0,101,0.038296533333333334,0.005587953142821789
343,43989,8.108304041992186,0,101,0.0382696,0.047050245106220245
344,44126,13.335664700195311,1,137,0.03823306666666667,0.00400899350643158
345,44267,13.548206041992179,1,141,0.03819546666666667,0.01856343075633049
346,44404,13.187837425781245,1,137,0.03815893333333334,0.014259576797485352
347,44515,9.734502051757811,0,111,0.038129333333333335,0.14149895310401917
348,44734,23.356169662109384,3,219,0.038070933333333334,0.006281664595007896
349,44777,2.8812970625000003,0,43,0.038059466666666666,0.00666379788890481
350,45008,25.59242177246096,4,231,0.03799786666666667,0.002139614662155509
351,45109,8.272633743164059,0,101,0.03797093333333334,0.00297939358279109
352,45370,29.463724696289056,5,261,0.037901333333333335,0.010006277821958065
353,45400,1.7754765341796879,0,30,0.037893333333333334,0.011403033509850502
354,45537,13.220431708984375,1,137,0.0378568,0.0013541473308578134
355,45587,3.6825927744140605,0,50,0.03784346666666667,0.0025585039984434843
